Cald's Custom Universe
SEC,East,West,,,,,,,,,,,
ACC,Atlantic,Coastal,,,,,,,,,,,
Big Ten,East,West,,,,,,,,,,,
Big 12,Sheriff,Outlaw,,,,,,,,,,,
Pac 12,North,South,,,,,,,,,,,
AAC,East,West,,,,,,,,,,,
# Team format:,Conference,Division,Name,Abbr,Prestige,Rival,,,,,,,
PLAYER,GT,RB,Qua Searcy,Fr,68,220,55,55,55,55,55,55,55
PLAYER,GT,CB,Ajani Kerr,Fr,69,200,55,55,55,55,55,55,55
PLAYER,GT,RB,Clinton Lynch,Fr,68,220,55,55,55,55,55,55,55
PLAYER,GT,OL,Mike Minihan,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,K,Brenton King,Fr,67,180,55,55,55,55,55,55,55
PLAYER,GT,CB,Tre Swilling,Fr,69,200,55,55,55,55,55,55,55
PLAYER,GT,DL,Desmond Branch,Fr,72,285,55,55,55,55,55,55,55
PLAYER,GT,OL,Jahaziel Lee,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,OL,Zach Quinney,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,DL,Anree Saint-Amour,Fr,72,285,55,55,55,55,55,55,55
PLAYER,GT,CB,Lamont Simmons,Fr,69,200,55,55,55,55,55,55,55
PLAYER,GT,QB,TaQuon Marshall,Fr,74,215,55,55,55,55,55,55,55
PLAYER,GT,RB,Dontae Smith,Fr,68,220,55,55,55,55,55,55,55
PLAYER,GT,S,Jarett Cole,Fr,70,195,55,55,55,55,55,55,55
PLAYER,GT,RB,Omahri Jarrett,Fr,68,220,55,55,55,55,55,55,55
PLAYER,GT,S,Malik Rivera,Fr,70,195,55,55,55,55,55,55,55
PLAYER,GT,LB,Justice Dingle,Fr,71,235,55,55,55,55,55,55,55
PLAYER,GT,OL,Parker Braun,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,S,Gentry Bonds,Fr,70,195,55,55,55,55,55,55,55
PLAYER,GT,S,Kaleb Oliver,Fr,70,195,55,55,55,55,55,55,55
PLAYER,GT,WR,Jalen Camp,Fr,74,205,55,55,55,55,55,55,55
PLAYER,GT,OL,Brad Morgan,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,OL,Andrew Marshall,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,OL,Bailey Ivemeyer,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,WR,Stephen Dolphus,Fr,74,205,55,55,55,55,55,55,55
PLAYER,GT,RB,Nate Cottrell,Fr,68,220,55,55,55,55,55,55,55
PLAYER,GT,OL,Will Bryan,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,OL,Charlie Clark,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,LB,Bruce Jordan-Swilli,Fr,71,235,55,55,55,55,55,55,55
PLAYER,GT,LB,David Curry,Fr,71,235,55,55,55,55,55,55,55
PLAYER,GT,DL,Brentavious Glanton,Fr,72,285,55,55,55,55,55,55,55
PLAYER,GT,DL,Brandon Adams,Fr,72,285,55,55,55,55,55,55,55
PLAYER,GT,LB,Jordan Domineck,Fr,71,235,55,55,55,55,55,55,55
PLAYER,GT,DL,Quon Griffin,Fr,72,285,55,55,55,55,55,55,55
PLAYER,GT,QB,James Graham,Fr,74,215,55,55,55,55,55,55,55
PLAYER,GT,RB,Xavier Gantt,Fr,68,220,55,55,55,55,55,55,55
PLAYER,GT,K,Pressley Harvin,Fr,67,180,55,55,55,55,55,55,55
PLAYER,GT,WR,Malachi Carter,Fr,74,205,55,55,55,55,55,55,55
PLAYER,GT,LB,Christian Campbell,Fr,71,235,55,55,55,55,55,55,55
PLAYER,GT,OL,Scott Morgan,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,OL,Kenny Cooper,Fr,73,295,55,55,55,55,55,55,55
PLAYER,GT,CB,Jaytlin Askew,Fr,69,200,55,55,55,55,55,55,55
PLAYER,GT,RB,Jordan Mason,Fr,68,220,55,55,55,55,55,55,55
PLAYER,GT,DL,Antwan Owens,Fr,72,285,55,55,55,55,55,55,55
PLAYER,GT,LB,Charlie Thomas,Fr,71,235,55,55,55,55,55,55,55
PLAYER,GT,RB,Christian Malloy,Fr,68,220,55,55,55,55,55,55,55
PLAYER,GT,CB,Zamari Walton,Fr,69,200,55,55,55,55,55,55,55
PLAYER,HOU,DL,Zach Vaughan,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,DL,Payton Turner,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,S,Grant Stuard,Fr,70,195,55,55,55,55,55,55,55
PLAYER,HOU,CB,Alexander Myres,Fr,69,200,55,55,55,55,55,55,55
PLAYER,HOU,LB,Roman Brown,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,LB,Austin Robinson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,QB,D'Eriq King,Fr,74,215,55,55,55,55,55,55,55
PLAYER,HOU,CB,Ka'Darian Smith,Fr,69,200,55,55,55,55,55,55,55
PLAYER,HOU,S,Garrett Davis,Fr,70,195,55,55,55,55,55,55,55
PLAYER,HOU,LB,Amaud Willis-Dalton,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,LB,Derek Parish,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,LB,Emeke Egbule,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,DL,Ed Oliver,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,DL,Blake Young,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,OL,Kameron Eloph,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,RB,Mulbah Car,Fr,68,220,55,55,55,55,55,55,55
PLAYER,HOU,CB,Nick Watkins,Fr,69,200,55,55,55,55,55,55,55
PLAYER,HOU,RB,Patrick Carr,Fr,68,220,55,55,55,55,55,55,55
PLAYER,HOU,CB,Zaire Taylor,Fr,69,200,55,55,55,55,55,55,55
PLAYER,HOU,RB,Terence Williams,Fr,68,220,55,55,55,55,55,55,55
PLAYER,HOU,LB,Donavan Mutin,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,LB,David Anenih,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,OL,Jarrid Williams,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,K,Dane Roy,Fr,67,180,55,55,55,55,55,55,55
PLAYER,HOU,LB,Alexander Duke,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,DL,Willie Smith,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,LB,Elijah Gooden,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,OL,Dennis Bardwell,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,LB,Leroy Godfrey,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,WR,Ja'Kori Morgan,Fr,74,205,55,55,55,55,55,55,55
PLAYER,HOU,LB,Zamar Kirven,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,LB,Darrion Owens,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,WR,Terry Mark,Fr,74,205,55,55,55,55,55,55,55
PLAYER,HOU,OL,Jack Freeman,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,OL,Will Noble,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,OL,Kordell Snyder,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,DL,Logan Hall,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,WR,Jeremy Singleton,Fr,74,205,55,55,55,55,55,55,55
PLAYER,HOU,QB,Clayton Tune,Fr,74,215,55,55,55,55,55,55,55
PLAYER,HOU,LB,Jordan Milburn,Fr,71,235,55,55,55,55,55,55,55
PLAYER,HOU,DL,Noah Jones,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,OL,Josh Jones,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,DL,Aymiel Fleming,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,WR,Tre'von Bradley,Fr,74,205,55,55,55,55,55,55,55
PLAYER,HOU,DL,Jerard Carter,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,DL,Isaiah Chambers,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,OL,Mason Denley,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,QB,Bryson Smith,Fr,74,215,55,55,55,55,55,55,55
PLAYER,HOU,WR,Marquez Stevenson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,HOU,S,Gleson Sprewell,Fr,70,195,55,55,55,55,55,55,55
PLAYER,HOU,K,Dalton Witherspoon,Fr,67,180,55,55,55,55,55,55,55
PLAYER,HOU,TE,Christian Trahan,Fr,72,240,55,55,55,55,55,55,55
PLAYER,HOU,OL,Braylon Jones,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,CB,Isaiah Johnson,Fr,69,200,55,55,55,55,55,55,55
PLAYER,HOU,OL,Bo Alexander,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,S,Garrison Vaughn,Fr,70,195,55,55,55,55,55,55,55
PLAYER,HOU,CB,Javian Smith,Fr,69,200,55,55,55,55,55,55,55
PLAYER,HOU,S,Deontay Anderson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,HOU,WR,Keith Corbin,Fr,74,205,55,55,55,55,55,55,55
PLAYER,HOU,TE,Parker Eichenberger,Fr,72,240,55,55,55,55,55,55,55
PLAYER,HOU,RB,Kevrin Justice,Fr,68,220,55,55,55,55,55,55,55
PLAYER,HOU,DL,Tahj Brown,Fr,72,285,55,55,55,55,55,55,55
PLAYER,HOU,RB,Kelan Walker,Fr,68,220,55,55,55,55,55,55,55
PLAYER,HOU,TE,Romello Brooker,Fr,72,240,55,55,55,55,55,55,55
PLAYER,HOU,OL,Max Banes,Fr,73,295,55,55,55,55,55,55,55
PLAYER,HOU,WR,Raelon Singleton,Fr,74,205,55,55,55,55,55,55,55
PLAYER,HOU,QB,Quinten Dormady,Fr,74,215,55,55,55,55,55,55,55
PLAYER,HOU,WR,Julon Williams,Fr,74,205,55,55,55,55,55,55,55
PLAYER,HOU,WR,Courtney Lark,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ILL,CB,Cameron Watkins,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ILL,S,Michael Marchese,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ILL,CB,Tony Adams,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ILL,TE,Griffin Palmer,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ILL,K,Blake Hayes,Fr,67,180,55,55,55,55,55,55,55
PLAYER,ILL,S,Stanley Green,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ILL,RB,Mike Epstein,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ILL,OL,Alex Palczewski,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,RB,Dre Brown,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ILL,DL,Lere Oladipo,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,OL,Zeke Martin,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,DL,Deon Pate,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,OL,Jordyn Slaughter,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,CB,Ron Hardge,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ILL,DL,Jamal Woods,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,RB,Jakari Norwood,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ILL,S,Delano Ware,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ILL,DL,Owen Carney,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,OL,Adam Solomon,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,OL,Vederian Lowe,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,LB,Khalan Tolson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ILL,DL,Kenyon Jackson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,OL,Kurt Gavin,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,DL,Julian Pearl,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,LB,James Knight,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ILL,OL,Nick Allegretti,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,S,Sydney Brown,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ILL,DL,Jamal Milan,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,DL,Isaiah Gay,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,CB,Nate Hobbs,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ILL,LB,Jake Hansen,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ILL,S,Bennett Williams,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ILL,QB,Matt Robinson,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ILL,OL,Jake Stover,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,CB,Dylan Wyatt,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ILL,QB,A.J. Bush,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ILL,WR,Justice Williams,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ILL,DL,Verdis Brown,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,CB,Jartavius Martin,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ILL,RB,Reggie Corbin,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ILL,WR,Caleb Reams,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ILL,OL,Andrew Trainer,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,DL,Calvin Avery,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,S,Kerby Joseph,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ILL,OL,Jake Cerny,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,K,James McCourt,Fr,67,180,55,55,55,55,55,55,55
PLAYER,ILL,WR,Carlos Sandy,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ILL,K,Chase McLaughlin,Fr,67,180,55,55,55,55,55,55,55
PLAYER,ILL,OL,Doug Kramer,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,TE,Lou Dorsey,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ILL,WR,Carmoni Green,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ILL,RB,Ra'Von Bonner,Fr,68,220,55,55,55,55,55,55,55
PLAYER,ILL,TE,Daniel Barker,Fr,72,240,55,55,55,55,55,55,55
PLAYER,ILL,WR,Sam Mays,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ILL,WR,Edwin Carter,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ILL,LB,Jacob Hollins,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ILL,OL,Kendrick Green,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,WR,Ricky Smalling,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ILL,WR,Dominic Stampley,Fr,74,205,55,55,55,55,55,55,55
PLAYER,ILL,DL,Bobby Roundtree,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,DL,Tymir Oliver,Fr,72,285,55,55,55,55,55,55,55
PLAYER,ILL,LB,Dele Harding,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ILL,OL,Kievan Myers,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,QB,M.J. Rivers,Fr,74,215,55,55,55,55,55,55,55
PLAYER,ILL,S,Kendall Smith,Fr,70,195,55,55,55,55,55,55,55
PLAYER,ILL,OL,Larry Boyd,Fr,73,295,55,55,55,55,55,55,55
PLAYER,ILL,CB,Nick Walker,Fr,69,200,55,55,55,55,55,55,55
PLAYER,ILL,LB,Del'Shawn Phillips,Fr,71,235,55,55,55,55,55,55,55
PLAYER,ILL,DL,Ayo Shogbonyo,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,DL,Ja'merez Bowen,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,S,Bryant Fitzgerald,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IND,OL,Nick Linder,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,DL,Jacob Robinson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,CB,Jaylin Williams,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IND,DL,James Head,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,S,Jamar Johnson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IND,DL,Mike Barwick,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,S,Jonathan Crawford,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IND,DL,Gavin Everett,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,OL,DaVondre Love,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,WR,Jacolby Hewitt,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IND,WR,J-Shun Harris,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IND,CB,A'Shon Riggins,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IND,TE,Matt Bjorson,Fr,72,240,55,55,55,55,55,55,55
PLAYER,IND,LB,T.D. Roof,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IND,LB,Reakwon Jones,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IND,DL,Alfred Bryant,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,RB,Morgan Ellison,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IND,OL,Aidan Rafferty,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,RB,Cole Gest,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IND,DL,Nile Sykes,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,DL,Joshua Brown,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,S,Cam Jones,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IND,LB,Dameon Willis,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IND,DL,Madison Norris,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,DL,Allen Stallings,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,LB,Micah McFadden,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IND,OL,Wes Martin,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,RB,Ronnie Walker,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IND,RB,Mike Majette,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IND,K,Logan Justus,Fr,67,180,55,55,55,55,55,55,55
PLAYER,IND,CB,Raheem Layne,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IND,K,Haydon Whitehead,Fr,67,180,55,55,55,55,55,55,55
PLAYER,IND,WR,Whop Philyor,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IND,RB,Stevie Scott,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IND,WR,Ty Fryfogle,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IND,QB,Peyton Ramsey,Fr,74,215,55,55,55,55,55,55,55
PLAYER,IND,DL,Jerome Johnson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,OL,Hunter Littlejohn,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,OL,Brandon Knight,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,OL,Coy Cronk,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,S,Devon Matthews,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IND,OL,Mackenzie Nworah,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,LB,Thomas Allen,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IND,CB,Andre Brown,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IND,S,Juwan Burgess,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IND,RB,Craig Nelson,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IND,TE,T.J. Ivy,Fr,72,240,55,55,55,55,55,55,55
PLAYER,IND,WR,Nick Westbrook,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IND,LB,Mo Burnam,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IND,WR,Donavan Hale,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IND,WR,Miles Marshall,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IND,DL,Jonathan King,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,QB,Michael Penix,Fr,74,215,55,55,55,55,55,55,55
PLAYER,IND,WR,Luke Timian,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IND,TE,Austin Dorris,Fr,72,240,55,55,55,55,55,55,55
PLAYER,IND,OL,Delroy Baker,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,TE,Peyton Hendershot,Fr,72,240,55,55,55,55,55,55,55
PLAYER,IND,CB,Reese Taylor,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IND,TE,Ryan Watercutter,Fr,72,240,55,55,55,55,55,55,55
PLAYER,IND,OL,Simon Stepaniak,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,OL,Britt Beery,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,OL,Harry Crider,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,DL,Brandon Wilson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IND,OL,Caleb Jones,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IND,S,Khalil Bryant,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IND,WR,Chris Gajcak,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IND,S,Marcelino Ball,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Cole Banwart,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Jeff Jenkins,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,CB,Matt Hankins,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Levi Duwa,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,S,Amani Hooker,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IOWA,DL,Noah Shannon,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,CB,Josh Turner,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IOWA,S,John Milani,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IOWA,DL,Matt Nelson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,S,Jake Gervase,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Alaric Jackson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,RB,Brady Ross,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IOWA,QB,Nate Stanley,Fr,74,215,55,55,55,55,55,55,55
PLAYER,IOWA,RB,Samson Evans,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IOWA,DL,Tyler Linderbaum,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,CB,Julius Brents,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IOWA,TE,T.J. Hockenson,Fr,72,240,55,55,55,55,55,55,55
PLAYER,IOWA,LB,Jack Hockaday,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IOWA,WR,Max Cooper,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IOWA,RB,Toren Young,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Dalton Ferguson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Levi Paulsen,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,DL,John Waggoner,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,DL,Parker Hesse,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,DL,Sam Brincks,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,WR,Tyrone Tracy,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IOWA,LB,Barrington Wade,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IOWA,DL,Brady Reiff,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,LB,Amani Jones,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IOWA,K,Caleb Shudak,Fr,67,180,55,55,55,55,55,55,55
PLAYER,IOWA,LB,Nick Niemann,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Landan Paulsen,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,CB,D.J. Johnson,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Jack Plumb,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,S,Dallas Craddieth,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IOWA,CB,Terry Roberts,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IOWA,DL,A.J. Epenesa,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Tristan Wirfs,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,DL,Chauncey Golston,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,K,Colten Rastetter,Fr,67,180,55,55,55,55,55,55,55
PLAYER,IOWA,LB,Dillon Doyle,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IOWA,WR,Calvin Lockett,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IOWA,CB,Trey Creamer,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IOWA,LB,Djimon Colbert,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Cody Ince,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,S,Kaevon Merriweather,Fr,70,195,55,55,55,55,55,55,55
PLAYER,IOWA,TE,Shaun Beyer,Fr,72,240,55,55,55,55,55,55,55
PLAYER,IOWA,WR,Ihmir SmithMarsette,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IOWA,DL,Anthony Nelson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,OL,Mark Kallenberger,Fr,73,295,55,55,55,55,55,55,55
PLAYER,IOWA,RB,Henry Geil,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IOWA,DL,Cedrick Lattimore,Fr,72,285,55,55,55,55,55,55,55
PLAYER,IOWA,CB,Michael Ojemudia,Fr,69,200,55,55,55,55,55,55,55
PLAYER,IOWA,LB,Jayden McDonald,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IOWA,TE,Nate Wieting,Fr,72,240,55,55,55,55,55,55,55
PLAYER,IOWA,QB,Spencer Petras,Fr,74,215,55,55,55,55,55,55,55
PLAYER,IOWA,WR,Kyle Groeneweg,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IOWA,WR,Nick Easley,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IOWA,RB,Ivory Kelly-Martin,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IOWA,WR,Brandon Smith,Fr,74,205,55,55,55,55,55,55,55
PLAYER,IOWA,K,Miguel Recinos,Fr,67,180,55,55,55,55,55,55,55
PLAYER,IOWA,RB,Mekhi Sargent,Fr,68,220,55,55,55,55,55,55,55
PLAYER,IOWA,TE,Noah Fant,Fr,72,240,55,55,55,55,55,55,55
PLAYER,IOWA,LB,Kristian Welch,Fr,71,235,55,55,55,55,55,55,55
PLAYER,IOWA,QB,Peyton Mansell,Fr,74,215,55,55,55,55,55,55,55
